age,experience_years,education_level,job_role,location,company_size,industry,remote_work,performance_rating,salary_lakh
23,1.7,Bachelor's,Software Engineer,Chennai,Small,Retail,No,Average,8.56
29,6.8,Bachelor's,HR Specialist,Bangalore,Small,Manufacturing,No,Average,15.67
39,14.4,Master's,Project Manager,Kolkata,Small,Healthcare,Yes,Excellent,45.78
40,16.1,Master's,Data Scientist,Kolkata,Small,Healthcare,Yes,Excellent,48.19
45,20.0,Bachelor's,HR Specialist,Chennai,Large,IT,No,Good,61.6
33,5.9,Master's,Accountant,Delhi,Large,Retail,Yes,Good,18.21
28,8.2,Master's,Marketing Executive,Pune,Small,Manufacturing,No,Good,23.6
29,2.7,Diploma,Software Engineer,Pune,Large,Manufacturing,No,Good,9.8
36,11.5,Bachelor's,Project Manager,Pune,Large,Manufacturing,No,Good,33.11
43,20.0,Bachelor's,Accountant,Chennai,Large,IT,Yes,Average,62.2
34,14.0,Master's,Marketing Executive,Mumbai,Medium,Retail,No,Good,39.5
37,11.9,Diploma,Data Analyst,Bangalore,Medium,Manufacturing,No,Good,32.08
26,7.8,Master's,Data Analyst,Delhi,Medium,Finance,Yes,Good,23.31
44,18.3,Bachelor's,Accountant,Chennai,Large,Education,No,Average,53.44
30,9.9,Bachelor's,Junior Developer,Hyderabad,Large,Consulting,No,Good,25.47
27,2.7,Master's,Project Manager,Chennai,Medium,Healthcare,No,Good,12.35
31,7.3,Bachelor's,Software Engineer,Delhi,Small,Manufacturing,Yes,Good,18.79
28,1.3,Master's,Accountant,Kolkata,Large,Education,Yes,Good,10.96
28,4.0,PhD,Junior Developer,Delhi,Large,Retail,No,Good,15.58
23,0.4,Master's,Junior Developer,Kochi,Medium,Retail,Yes,Good,7.25
32,9.1,Diploma,Data Analyst,Hyderabad,Medium,Retail,Yes,Excellent,24.18
40,12.7,Master's,Senior Developer,Hyderabad,Medium,Manufacturing,No,Average,34.15
32,6.9,High School,Data Scientist,Chennai,Medium,Consulting,Yes,Excellent,21.22
31,8.4,Bachelor's,Senior Developer,Delhi,Medium,Healthcare,No,Good,22.64
43,19.2,Master's,Data Analyst,Mumbai,Large,Consulting,No,Good,60.02
35,15.0,Master's,Project Manager,Hyderabad,Large,Retail,No,Good,46.94
36,10.8,Bachelor's,Project Manager,Kochi,Medium,Retail,No,Good,29.79
25,5.7,Bachelor's,Business Analyst,Mumbai,Medium,Healthcare,No,Average,17.23
44,17.9,Master's,Data Scientist,Hyderabad,Medium,Healthcare,Yes,Excellent,60.35
29,4.7,Master's,Project Manager,Pune,Small,Retail,Yes,Good,16.04
36,6.5,Bachelor's,HR Specialist,Pune,Medium,Healthcare,No,Good,18.65
39,18.2,Master's,Software Engineer,Hyderabad,Small,Healthcare,Yes,Good,53.0
34,10.6,Diploma,HR Specialist,Bangalore,Medium,Manufacturing,Yes,Average,26.52
43,14.8,Diploma,Accountant,Bangalore,Small,Healthcare,Yes,Average,37.93
39,11.8,Bachelor's,Data Analyst,Hyderabad,Medium,Retail,No,Good,29.48
35,13.1,PhD,Software Engineer,Kochi,Large,IT,Yes,Good,38.61
31,6.0,Bachelor's,Data Analyst,Bangalore,Small,IT,No,Good,17.53
29,4.8,Bachelor's,Senior Developer,Kolkata,Medium,Manufacturing,Yes,Good,17.82
31,6.4,Diploma,Project Manager,Pune,Large,IT,No,Good,19.41
25,3.1,Master's,Accountant,Bangalore,Medium,Manufacturing,Yes,Excellent,15.43
41,17.5,Diploma,Project Manager,Delhi,Small,Consulting,Yes,Average,51.23
26,5.7,Bachelor's,Software Engineer,Mumbai,Medium,Education,No,Good,16.72
36,11.2,PhD,Data Analyst,Kolkata,Medium,Consulting,No,Good,31.47
41,15.8,High School,HR Specialist,Chennai,Medium,Healthcare,Yes,Good,42.58
39,15.7,Bachelor's,Data Analyst,Delhi,Small,Consulting,No,Average,43.17
29,8.8,Bachelor's,Project Manager,Delhi,Medium,Finance,No,Average,21.61
36,9.5,Master's,HR Specialist,Chennai,Medium,Healthcare,Yes,Average,23.94
45,19.9,Bachelor's,Data Analyst,Bangalore,Medium,Healthcare,No,Good,60.58
36,13.5,Bachelor's,HR Specialist,Delhi,Medium,Manufacturing,Yes,Average,35.23
40,16.3,Diploma,Data Analyst,Mumbai,Small,IT,No,Good,46.73
38,18.1,Master's,Software Engineer,Chennai,Medium,Manufacturing,Yes,Average,53.36
37,15.8,Master's,Data Analyst,Pune,Large,IT,No,Average,45.59
26,3.7,Diploma,Data Scientist,Hyderabad,Medium,Healthcare,Yes,Good,15.98
38,11.2,Bachelor's,Junior Developer,Mumbai,Medium,Retail,No,Average,24.74
24,2.0,Master's,Accountant,Delhi,Medium,Finance,No,Excellent,12.47
39,13.1,High School,Project Manager,Kochi,Medium,Education,No,Good,35.01
42,19.1,Bachelor's,Junior Developer,Mumbai,Large,Consulting,No,Average,53.82
35,10.3,Bachelor's,Accountant,Mumbai,Medium,Manufacturing,No,Average,24.33
32,8.7,Bachelor's,Accountant,Bangalore,Small,IT,Yes,Good,23.55
27,0.7,Bachelor's,Junior Developer,Kochi,Large,Retail,Yes,Good,10.41
42,19.2,Bachelor's,Software Engineer,Bangalore,Large,Retail,Yes,Good,60.79
22,2.1,Diploma,Data Analyst,Chennai,Medium,IT,No,Good,10.66
21,0.8,Bachelor's,Project Manager,Kolkata,Small,Retail,No,Good,10.54
28,4.9,Master's,Marketing Executive,Pune,Small,Education,No,Good,15.35
22,1.3,Bachelor's,Data Scientist,Hyderabad,Medium,Retail,No,Excellent,13.84
34,9.1,High School,HR Specialist,Mumbai,Small,Healthcare,No,Good,20.93
33,10.3,Master's,Junior Developer,Bangalore,Small,Finance,Yes,Good,26.05
36,6.3,Diploma,HR Specialist,Mumbai,Large,Manufacturing,Yes,Good,18.78
21,1.0,Master's,Business Analyst,Kolkata,Medium,Manufacturing,No,Excellent,14.08
27,2.2,Bachelor's,Project Manager,Mumbai,Small,Finance,Yes,Good,14.47
29,7.7,Master's,Data Scientist,Bangalore,Small,Finance,Yes,Excellent,25.14
24,1.2,Diploma,Senior Developer,Kochi,Medium,Retail,No,Excellent,10.88
38,14.0,Diploma,Business Analyst,Hyderabad,Medium,Manufacturing,No,Average,37.73
22,4.1,Bachelor's,Junior Developer,Delhi,Large,Finance,No,Good,14.1
31,6.0,High School,Senior Developer,Pune,Small,Finance,Yes,Good,17.29
37,7.9,Diploma,Software Engineer,Chennai,Small,Manufacturing,No,Good,17.62
31,8.3,Master's,Accountant,Kolkata,Medium,Retail,Yes,Good,22.69
25,0.0,Master's,Data Scientist,Hyderabad,Medium,Consulting,No,Excellent,13.2
29,2.2,High School,Business Analyst,Pune,Medium,Manufacturing,Yes,Good,10.87
41,17.3,Master's,HR Specialist,Kolkata,Large,Consulting,No,Good,53.13
23,0.0,Master's,Project Manager,Hyderabad,Medium,Finance,No,Average,13.26
29,10.2,Master's,Project Manager,Delhi,Medium,Finance,No,Good,30.28
35,9.8,Master's,Senior Developer,Kolkata,Large,Finance,Yes,Excellent,29.12
30,6.7,Master's,Project Manager,Mumbai,Small,IT,No,Good,20.98
30,8.6,Bachelor's,HR Specialist,Bangalore,Large,Manufacturing,Yes,Average,25.05
40,15.6,Bachelor's,Business Analyst,Chennai,Medium,Retail,No,Excellent,43.93
39,16.8,Master's,Project Manager,Kolkata,Medium,IT,Yes,Excellent,52.37
28,5.2,High School,Business Analyst,Bangalore,Large,Finance,Yes,Good,17.78
32,6.4,Bachelor's,Business Analyst,Kochi,Medium,Finance,No,Average,16.9
25,4.8,High School,Project Manager,Kochi,Medium,Healthcare,No,Good,17.3
36,9.6,Master's,Data Scientist,Kolkata,Medium,Education,No,Average,26.38
34,13.7,Bachelor's,Software Engineer,Hyderabad,Medium,Healthcare,Yes,Good,35.79
27,4.6,Master's,Senior Developer,Delhi,Medium,Consulting,No,Good,19.47
35,6.6,Master's,Accountant,Chennai,Small,Finance,Yes,Excellent,17.81
45,18.6,PhD,Software Engineer,Mumbai,Large,Education,Yes,Good,59.65
25,1.0,Diploma,Data Analyst,Kochi,Medium,Education,No,Excellent,9.27
31,9.2,Master's,HR Specialist,Pune,Medium,Healthcare,Yes,Excellent,26.89
37,14.2,Master's,Senior Developer,Hyderabad,Small,Manufacturing,No,Average,41.13
27,3.0,High School,Business Analyst,Chennai,Medium,Consulting,Yes,Average,10.5
25,0.9,Master's,HR Specialist,Pune,Small,IT,Yes,Good,9.38
27,2.8,Bachelor's,Junior Developer,Chennai,Small,Education,No,Good,11.06
42,18.4,Bachelor's,Senior Developer,Kochi,Medium,IT,Yes,Good,61.85
24,0.2,Bachelor's,Marketing Executive,Kolkata,Small,Education,No,Good,8.36
24,3.8,Bachelor's,Accountant,Kolkata,Medium,Retail,No,Good,12.33
23,0.6,Diploma,Business Analyst,Chennai,Medium,Healthcare,Yes,Good,7.47
28,2.2,High School,Accountant,Pune,Medium,Healthcare,No,Good,8.35
33,12.4,High School,Junior Developer,Delhi,Large,Healthcare,Yes,Average,30.08
28,4.8,Bachelor's,Marketing Executive,Bangalore,Large,Healthcare,Yes,Average,14.48
33,11.4,Bachelor's,Software Engineer,Hyderabad,Medium,Healthcare,Yes,Average,28.69
36,11.8,Diploma,Junior Developer,Kochi,Large,Healthcare,No,Excellent,32.33
40,17.0,Master's,HR Specialist,Mumbai,Large,Retail,No,Excellent,53.85
28,0.1,Master's,Data Scientist,Chennai,Medium,IT,No,Good,12.98
42,17.1,Bachelor's,HR Specialist,Mumbai,Large,IT,No,Average,47.81
33,12.4,Master's,Accountant,Hyderabad,Small,Education,Yes,Good,34.64
29,3.3,Bachelor's,Junior Developer,Mumbai,Medium,Retail,No,Average,10.58
38,15.5,Master's,Project Manager,Pune,Medium,Finance,No,Good,44.23
40,17.1,High School,Accountant,Kochi,Small,Finance,No,Good,47.11
30,5.1,Master's,Data Scientist,Kochi,Medium,Retail,No,Excellent,21.05
41,18.4,PhD,Project Manager,Pune,Large,Healthcare,No,Average,56.3
35,9.1,Master's,Data Scientist,Mumbai,Medium,Manufacturing,Yes,Good,27.21
34,12.1,Bachelor's,Business Analyst,Chennai,Small,Finance,No,Excellent,32.07
42,19.7,Bachelor's,Junior Developer,Bangalore,Small,IT,No,Good,60.4
30,7.2,Bachelor's,Accountant,Delhi,Medium,Education,No,Average,17.15
39,16.3,Master's,Accountant,Chennai,Large,Healthcare,Yes,Excellent,48.57
33,6.4,Master's,Accountant,Pune,Large,Manufacturing,No,Good,20.13
42,16.0,PhD,Data Scientist,Bangalore,Medium,Education,Yes,Good,50.94
40,12.0,Bachelor's,Project Manager,Kochi,Small,Healthcare,No,Good,32.45
34,4.3,High School,Data Analyst,Hyderabad,Small,Finance,No,Excellent,11.21
30,8.3,Bachelor's,Senior Developer,Kolkata,Medium,Finance,Yes,Good,21.96
31,6.4,High School,Accountant,Chennai,Large,Manufacturing,No,Good,17.26
23,1.6,Bachelor's,Project Manager,Chennai,Large,Finance,Yes,Good,13.7
23,0.6,Bachelor's,Marketing Executive,Pune,Medium,Education,No,Average,9.13
29,6.9,Master's,Software Engineer,Kochi,Medium,Manufacturing,No,Good,18.31
22,0.4,Diploma,Marketing Executive,Mumbai,Medium,Consulting,Yes,Average,6.72
25,3.3,Diploma,HR Specialist,Chennai,Medium,Finance,No,Good,12.17
38,14.5,High School,Business Analyst,Bangalore,Medium,IT,Yes,Good,37.62
35,14.2,Master's,Software Engineer,Hyderabad,Medium,Manufacturing,No,Good,41.2
41,14.8,Master's,Project Manager,Kochi,Medium,Retail,No,Good,44.81
28,6.3,High School,Project Manager,Kochi,Large,Healthcare,Yes,Good,19.3
49,17.8,High School,Project Manager,Delhi,Medium,Retail,No,Good,52.03
35,11.9,Bachelor's,Junior Developer,Hyderabad,Small,Finance,No,Average,27.12
27,2.5,Bachelor's,Data Scientist,Chennai,Small,Retail,No,Excellent,14.2
24,2.9,Bachelor's,Senior Developer,Hyderabad,Medium,Manufacturing,No,Excellent,13.87
42,13.9,Bachelor's,HR Specialist,Mumbai,Medium,Healthcare,No,Good,36.1
30,3.5,Master's,Senior Developer,Delhi,Medium,Education,No,Good,17.17
35,10.1,Bachelor's,Data Scientist,Hyderabad,Large,Healthcare,Yes,Average,29.85
40,19.8,Master's,HR Specialist,Chennai,Medium,IT,Yes,Average,59.71
25,0.1,High School,Junior Developer,Kolkata,Medium,IT,No,Good,6.88
21,0.3,PhD,Marketing Executive,Chennai,Large,Consulting,Yes,Excellent,14.25
48,19.9,PhD,Marketing Executive,Hyderabad,Medium,Education,No,Good,65.55
38,11.7,Master's,Junior Developer,Pune,Medium,Finance,Yes,Good,31.48
27,2.5,Bachelor's,Junior Developer,Kochi,Small,IT,No,Excellent,11.32
36,17.9,Diploma,Accountant,Hyderabad,Medium,Healthcare,No,Good,52.05
39,17.6,Master's,Senior Developer,Hyderabad,Large,Consulting,Yes,Good,57.69
36,10.7,Master's,Accountant,Mumbai,Large,Healthcare,Yes,Good,28.66
39,12.4,Diploma,Data Scientist,Kochi,Medium,Consulting,No,Average,32.69
32,5.5,Bachelor's,Data Analyst,Kochi,Medium,Education,No,Excellent,16.15
21,1.0,Bachelor's,Senior Developer,Mumbai,Medium,Manufacturing,No,Good,12.36
37,11.9,Master's,HR Specialist,Delhi,Large,Manufacturing,No,Good,33.33
32,5.9,Master's,Software Engineer,Delhi,Medium,IT,No,Good,18.48
33,13.3,Bachelor's,Data Scientist,Kolkata,Large,IT,Yes,Excellent,40.8
41,16.7,Bachelor's,Data Analyst,Bangalore,Small,Consulting,No,Good,47.43
25,0.4,Bachelor's,Software Engineer,Mumbai,Small,Consulting,Yes,Good,8.29
35,11.9,Bachelor's,Data Analyst,Delhi,Small,IT,Yes,Average,30.81
24,4.6,High School,Project Manager,Chennai,Small,Retail,No,Excellent,15.23
41,17.5,Master's,HR Specialist,Mumbai,Large,Consulting,No,Good,51.98
28,5.1,Bachelor's,Junior Developer,Chennai,Medium,Consulting,No,Good,13.48
36,12.2,Bachelor's,Accountant,Pune,Medium,Healthcare,No,Excellent,30.62
34,11.1,Bachelor's,Accountant,Kochi,Medium,Manufacturing,No,Average,26.78
31,7.9,Diploma,HR Specialist,Bangalore,Medium,Retail,Yes,Good,19.64
38,13.6,Bachelor's,Business Analyst,Mumbai,Medium,Consulting,No,Good,36.55
40,14.5,Diploma,Data Scientist,Bangalore,Small,Finance,No,Good,43.25
35,11.3,High School,Accountant,Kolkata,Medium,Retail,No,Good,25.53
38,15.2,Master's,Marketing Executive,Pune,Small,IT,No,Good,42.93
44,19.7,Bachelor's,Project Manager,Chennai,Large,Healthcare,No,Average,65.04
28,8.4,Bachelor's,Software Engineer,Kochi,Small,IT,No,Average,20.41
35,10.3,Bachelor's,Project Manager,Chennai,Large,Education,No,Average,28.07
24,0.2,Master's,Business Analyst,Mumbai,Large,Manufacturing,No,Excellent,12.17
40,15.9,Bachelor's,Business Analyst,Chennai,Small,Retail,No,Good,42.48
37,10.4,Master's,Data Scientist,Pune,Small,Healthcare,Yes,Good,29.78
27,8.2,Master's,Senior Developer,Bangalore,Large,Healthcare,No,Good,25.73
21,1.9,Bachelor's,Marketing Executive,Chennai,Medium,Healthcare,Yes,Good,9.53
42,17.8,Bachelor's,Junior Developer,Hyderabad,Medium,Manufacturing,No,Average,49.86
32,7.9,Master's,Software Engineer,Bangalore,Small,Finance,No,Good,21.45
38,13.7,Bachelor's,Project Manager,Delhi,Medium,IT,No,Good,39.36
26,3.0,Bachelor's,Business Analyst,Hyderabad,Medium,Education,Yes,Good,11.16
45,19.2,Bachelor's,Data Analyst,Delhi,Large,Manufacturing,No,Good,58.63
30,3.6,Bachelor's,Data Scientist,Delhi,Medium,Education,No,Excellent,16.74
29,4.0,High School,Data Analyst,Pune,Large,Finance,Yes,Excellent,13.87
41,17.2,Bachelor's,Data Scientist,Hyderabad,Medium,IT,No,Average,53.97
37,18.3,Diploma,Junior Developer,Hyderabad,Small,Consulting,Yes,Average,51.16
30,4.2,Bachelor's,Project Manager,Kochi,Medium,Manufacturing,No,Average,11.96
36,9.4,Bachelor's,Project Manager,Bangalore,Small,Finance,Yes,Good,26.65
40,14.7,Master's,Data Analyst,Delhi,Medium,IT,No,Excellent,43.42
39,17.6,High School,Senior Developer,Bangalore,Medium,IT,No,Excellent,54.17
33,7.6,Bachelor's,Marketing Executive,Kolkata,Medium,Healthcare,No,Good,17.46
36,10.3,Bachelor's,Software Engineer,Mumbai,Small,Manufacturing,Yes,Excellent,29.51
43,14.8,High School,Junior Developer,Kochi,Medium,Finance,No,Good,36.14
36,14.6,Bachelor's,Junior Developer,Mumbai,Medium,Manufacturing,No,Excellent,41.2
39,15.7,High School,Accountant,Delhi,Medium,IT,Yes,Good,42.79
37,11.4,Diploma,Data Analyst,Chennai,Medium,Manufacturing,Yes,Average,28.23
26,2.1,Bachelor's,Software Engineer,Kochi,Small,Finance,Yes,Average,10.75
39,18.1,Bachelor's,Accountant,Mumbai,Medium,Consulting,No,Excellent,55.6
42,17.3,Bachelor's,Software Engineer,Mumbai,Medium,Education,Yes,Good,50.2
41,16.0,High School,Data Analyst,Kolkata,Medium,Finance,No,Good,44.33
26,2.0,Diploma,Junior Developer,Delhi,Small,Finance,No,Good,7.24
29,4.1,High School,HR Specialist,Mumbai,Medium,Manufacturing,No,Good,11.94
38,14.9,Bachelor's,HR Specialist,Pune,Medium,Healthcare,No,Excellent,39.93
28,0.5,Bachelor's,Marketing Executive,Bangalore,Medium,Healthcare,No,Average,7.51
41,19.6,Bachelor's,Senior Developer,Kochi,Large,Manufacturing,Yes,Average,62.42
30,7.5,Diploma,Data Analyst,Kolkata,Large,Education,No,Good,19.44
38,14.4,High School,Business Analyst,Kochi,Small,Retail,Yes,Good,34.95
44,17.8,Master's,Accountant,Delhi,Medium,Education,Yes,Average,53.35
28,7.9,High School,Junior Developer,Bangalore,Medium,IT,No,Average,16.59
27,6.4,Diploma,HR Specialist,Hyderabad,Large,IT,Yes,Average,17.59
31,12.2,Diploma,Accountant,Delhi,Small,IT,Yes,Good,29.79
36,11.6,PhD,Project Manager,Kolkata,Medium,Retail,No,Average,31.65
29,8.2,Bachelor's,HR Specialist,Pune,Medium,Education,Yes,Average,19.84
35,12.0,Bachelor's,Junior Developer,Kolkata,Medium,Manufacturing,Yes,Good,28.9
44,18.7,PhD,Junior Developer,Kochi,Medium,Consulting,No,Excellent,59.75
32,9.4,High School,Junior Developer,Pune,Medium,Finance,No,Excellent,22.55
28,3.9,PhD,Software Engineer,Bangalore,Small,Consulting,No,Good,15.27
31,7.5,Diploma,Business Analyst,Bangalore,Medium,Consulting,Yes,Good,20.71
34,7.9,Bachelor's,HR Specialist,Bangalore,Large,Retail,No,Excellent,21.57
28,2.6,Bachelor's,Marketing Executive,Chennai,Large,Education,No,Good,10.32
26,3.3,Bachelor's,Senior Developer,Mumbai,Medium,Finance,Yes,Good,15.92
37,13.7,Master's,Business Analyst,Kolkata,Medium,Finance,Yes,Good,36.95
33,6.8,Diploma,Software Engineer,Mumbai,Small,IT,Yes,Good,15.62
44,19.1,PhD,Business Analyst,Kolkata,Large,Retail,No,Good,62.4
25,4.9,Bachelor's,Junior Developer,Pune,Large,Education,Yes,Good,15.42
28,2.0,Bachelor's,Junior Developer,Bangalore,Medium,Finance,No,Average,7.9
36,15.1,PhD,Junior Developer,Bangalore,Large,IT,No,Excellent,45.27
45,17.6,High School,Marketing Executive,Hyderabad,Small,IT,Yes,Good,48.03
32,5.6,Master's,Senior Developer,Delhi,Medium,Retail,No,Good,21.81
29,4.0,Bachelor's,Data Scientist,Delhi,Small,Retail,Yes,Average,15.89
28,3.7,Master's,Data Scientist,Chennai,Small,Retail,Yes,Good,15.87
34,10.4,Diploma,Marketing Executive,Mumbai,Medium,IT,No,Good,26.37
35,9.4,Bachelor's,Data Analyst,Mumbai,Medium,IT,No,Average,21.72
28,5.2,Master's,Junior Developer,Pune,Large,IT,No,Good,15.48
25,0.9,Bachelor's,Data Analyst,Kolkata,Medium,Manufacturing,No,Good,9.29
36,9.6,Diploma,Senior Developer,Delhi,Large,Manufacturing,Yes,Excellent,29.1
42,19.2,Bachelor's,Marketing Executive,Kolkata,Large,Healthcare,No,Average,57.43
36,13.1,Master's,Marketing Executive,Delhi,Medium,IT,Yes,Excellent,37.57
31,9.9,High School,Junior Developer,Delhi,Large,Healthcare,No,Good,23.93
24,2.2,Master's,Marketing Executive,Bangalore,Medium,Manufacturing,No,Average,11.42
24,5.0,PhD,Junior Developer,Hyderabad,Medium,Finance,Yes,Average,15.19
32,5.9,High School,HR Specialist,Hyderabad,Small,Manufacturing,No,Average,12.0
44,15.3,Diploma,Data Analyst,Pune,Medium,Education,No,Good,41.53
45,17.5,Master's,Data Analyst,Mumbai,Large,IT,No,Good,54.19
38,18.0,High School,Data Scientist,Mumbai,Medium,Consulting,Yes,Good,55.54
46,19.7,Bachelor's,Data Analyst,Hyderabad,Medium,Education,Yes,Average,58.5
47,19.6,Master's,Marketing Executive,Bangalore,Small,Retail,Yes,Excellent,61.36
42,19.1,Bachelor's,Business Analyst,Mumbai,Medium,IT,Yes,Average,58.57
26,1.4,Bachelor's,Accountant,Pune,Large,Healthcare,No,Good,12.57
22,2.8,Master's,Data Scientist,Kolkata,Medium,Retail,Yes,Excellent,17.09
31,6.1,Bachelor's,Project Manager,Chennai,Large,Retail,Yes,Excellent,20.49
32,11.1,Diploma,Data Scientist,Mumbai,Medium,IT,No,Good,31.21
26,1.9,Bachelor's,Marketing Executive,Kolkata,Large,Retail,Yes,Good,9.73
37,16.9,Master's,Project Manager,Chennai,Medium,Consulting,No,Average,52.22
38,12.3,Bachelor's,Data Scientist,Pune,Medium,Manufacturing,No,Average,34.25
37,10.8,Bachelor's,Data Scientist,Mumbai,Small,Finance,Yes,Good,29.78
25,3.3,Bachelor's,Data Analyst,Chennai,Medium,Consulting,No,Average,10.83
26,5.1,High School,Project Manager,Bangalore,Large,Retail,Yes,Good,16.78
22,3.2,Bachelor's,HR Specialist,Pune,Medium,IT,No,Average,12.08
40,17.0,High School,Data Scientist,Mumbai,Small,IT,No,Excellent,51.01
34,11.7,PhD,Accountant,Kolkata,Large,Consulting,No,Excellent,34.48
35,14.7,Diploma,Accountant,Bangalore,Small,Finance,No,Excellent,40.75
31,5.9,Master's,Data Scientist,Pune,Medium,IT,No,Good,19.63
30,7.4,Diploma,Business Analyst,Mumbai,Large,Education,No,Average,19.42
29,8.1,Bachelor's,Software Engineer,Pune,Medium,Education,Yes,Average,20.36
38,15.2,Bachelor's,Business Analyst,Hyderabad,Large,Retail,Yes,Good,41.92
42,15.4,Bachelor's,Senior Developer,Kolkata,Medium,Retail,No,Good,45.03
30,4.1,Master's,Project Manager,Pune,Large,Consulting,No,Good,17.49
42,18.8,PhD,Senior Developer,Delhi,Medium,Manufacturing,No,Good,61.82
28,2.4,Master's,Data Scientist,Bangalore,Medium,IT,No,Good,16.18
39,17.9,Diploma,Data Analyst,Chennai,Small,IT,Yes,Average,50.29
26,2.0,Master's,Marketing Executive,Hyderabad,Large,IT,Yes,Good,14.6
30,5.3,Diploma,Junior Developer,Bangalore,Small,Healthcare,No,Good,11.74
40,16.9,Master's,Accountant,Chennai,Large,Healthcare,Yes,Good,50.34
29,3.6,Bachelor's,Business Analyst,Mumbai,Small,Consulting,No,Excellent,14.74
30,8.3,Bachelor's,Project Manager,Mumbai,Small,Healthcare,No,Good,23.46
34,9.0,Diploma,Project Manager,Bangalore,Large,IT,No,Good,26.2
30,4.9,High School,HR Specialist,Delhi,Small,Consulting,No,Excellent,16.39
31,14.2,Bachelor's,Software Engineer,Mumbai,Medium,Finance,No,Average,38.53
44,17.0,Master's,Marketing Executive,Bangalore,Large,Consulting,No,Good,53.01
34,17.5,Master's,Senior Developer,Hyderabad,Small,Manufacturing,Yes,Good,53.93
29,6.8,PhD,HR Specialist,Mumbai,Small,Consulting,No,Good,18.45
37,10.6,High School,Data Analyst,Mumbai,Medium,Manufacturing,No,Average,24.65
28,5.0,Bachelor's,Marketing Executive,Hyderabad,Small,Finance,Yes,Excellent,16.0
25,4.9,Bachelor's,Marketing Executive,Bangalore,Small,Retail,No,Excellent,15.87
24,3.2,Bachelor's,Senior Developer,Kolkata,Small,Healthcare,No,Average,12.79
45,18.8,Bachelor's,HR Specialist,Hyderabad,Medium,Retail,Yes,Average,55.11
37,17.8,Bachelor's,Data Scientist,Kolkata,Medium,Manufacturing,No,Average,53.31
42,15.5,Bachelor's,Senior Developer,Kolkata,Small,Education,No,Good,44.08
34,10.4,Diploma,Project Manager,Kolkata,Medium,Healthcare,No,Good,27.95
31,9.8,Bachelor's,Business Analyst,Chennai,Medium,Consulting,Yes,Average,25.58
33,10.6,Bachelor's,Junior Developer,Hyderabad,Small,Retail,No,Excellent,25.32
32,10.7,Diploma,Business Analyst,Pune,Medium,Consulting,No,Good,27.72
35,8.7,Master's,Accountant,Bangalore,Large,Finance,No,Good,24.24
28,2.6,Bachelor's,Project Manager,Kochi,Medium,Manufacturing,Yes,Good,13.63
22,2.5,Master's,HR Specialist,Delhi,Medium,Healthcare,Yes,Good,12.22
42,19.0,Bachelor's,Data Analyst,Bangalore,Medium,Education,No,Good,60.03
31,9.6,Master's,Software Engineer,Mumbai,Small,Consulting,No,Good,24.85
46,19.1,Master's,Project Manager,Mumbai,Large,Healthcare,Yes,Good,63.11
24,3.3,Master's,Accountant,Bangalore,Large,Finance,Yes,Excellent,17.26
39,11.1,Bachelor's,Senior Developer,Pune,Large,Consulting,No,Good,30.89
28,4.2,Bachelor's,Marketing Executive,Bangalore,Small,Consulting,No,Excellent,14.21
26,5.1,High School,Marketing Executive,Kochi,Medium,Healthcare,No,Good,12.2
23,0.6,Bachelor's,Marketing Executive,Hyderabad,Small,Healthcare,No,Good,7.71
24,2.4,High School,Data Analyst,Pune,Medium,Finance,No,Good,9.01
39,18.3,Bachelor's,Data Analyst,Delhi,Medium,IT,No,Good,55.82
31,6.4,High School,Data Scientist,Mumbai,Medium,Education,Yes,Good,18.74
33,12.2,Bachelor's,Accountant,Mumbai,Small,Finance,No,Average,30.89
28,9.3,Diploma,Business Analyst,Pune,Large,Manufacturing,Yes,Average,23.77
31,8.0,Bachelor's,Data Scientist,Pune,Small,Finance,No,Average,20.02
30,10.6,Master's,Business Analyst,Delhi,Small,Retail,Yes,Excellent,30.35
26,3.7,Master's,Project Manager,Delhi,Large,Education,No,Excellent,16.68
42,19.8,Bachelor's,Data Analyst,Kolkata,Large,Retail,No,Good,62.33
38,16.4,Bachelor's,Junior Developer,Kochi,Medium,IT,Yes,Average,43.65
44,14.8,Bachelor's,HR Specialist,Hyderabad,Medium,Education,No,Excellent,41.23
34,9.4,Bachelor's,HR Specialist,Mumbai,Small,Retail,Yes,Good,21.79
28,3.1,Bachelor's,Business Analyst,Delhi,Small,Healthcare,No,Good,11.92
38,18.4,Diploma,Marketing Executive,Chennai,Medium,Consulting,No,Good,54.43
29,6.8,PhD,Junior Developer,Chennai,Medium,Education,Yes,Good,18.68
26,1.0,High School,Project Manager,Mumbai,Medium,Healthcare,No,Average,8.92
28,6.8,Master's,Marketing Executive,Bangalore,Small,IT,No,Good,19.49
42,15.9,Bachelor's,Data Scientist,Hyderabad,Medium,Finance,Yes,Good,48.49
33,12.5,Bachelor's,Data Scientist,Kochi,Large,Education,No,Average,32.23
38,15.0,Master's,Accountant,Mumbai,Small,Healthcare,No,Good,44.37
38,15.9,High School,HR Specialist,Hyderabad,Small,Consulting,No,Good,42.45
29,4.2,Master's,HR Specialist,Mumbai,Medium,Manufacturing,Yes,Good,15.83
41,18.5,Bachelor's,Data Scientist,Mumbai,Large,Finance,No,Excellent,60.68
32,8.8,High School,Senior Developer,Chennai,Medium,Retail,Yes,Excellent,22.54
